areaCode,areaName,areaType,date,totalDeaths,hospitalCases,newCasesByPublishDate
E07000041,Exeter,ltla,2021-08-03,,,88
E07000041,Exeter,ltla,2021-08-02,,,95
E07000041,Exeter,ltla,2021-08-01,,,96
E07000041,Exeter,ltla,2021-07-31,,,88
E07000041,Exeter,ltla,2021-07-30,,,145
E07000041,Exeter,ltla,2021-07-29,,,130
E07000041,Exeter,ltla,2021-07-28,,,105
E07000041,Exeter,ltla,2021-07-27,,,87
E07000041,Exeter,ltla,2021-07-26,,,71
E07000041,Exeter,ltla,2021-07-25,,,65
E07000041,Exeter,ltla,2021-07-24,,,74
E07000041,Exeter,ltla,2021-07-23,,,52
E07000041,Exeter,ltla,2021-07-22,,,72
E07000041,Exeter,ltla,2021-07-21,,,79
E07000041,Exeter,ltla,2021-07-20,,,86
E07000041,Exeter,ltla,2021-07-19,,,117
E07000041,Exeter,ltla,2021-07-18,,,77
E07000041,Exeter,ltla,2021-07-17,,,66
E07000041,Exeter,ltla,2021-07-16,,,91
E07000041,Exeter,ltla,2021-07-15,,,71
E07000041,Exeter,ltla,2021-07-14,,,64
E07000041,Exeter,ltla,2021-07-13,,,63
E07000041,Exeter,ltla,2021-07-12,,,55
E07000041,Exeter,ltla,2021-07-11,,,33
E07000041,Exeter,ltla,2021-07-10,,,57
E07000041,Exeter,ltla,2021-07-09,,,51
E07000041,Exeter,ltla,2021-07-08,,,83
E07000041,Exeter,ltla,2021-07-07,,,45
E07000041,Exeter,ltla,2021-07-06,,,45
E07000041,Exeter,ltla,2021-07-05,,,70
E07000041,Exeter,ltla,2021-07-04,,,58
E07000041,Exeter,ltla,2021-07-03,,,50
E07000041,Exeter,ltla,2021-07-02,,,52
E07000041,Exeter,ltla,2021-07-01,,,50
E07000041,Exeter,ltla,2021-06-30,,,50
E07000041,Exeter,ltla,2021-06-29,,,29
E07000041,Exeter,ltla,2021-06-28,,,100
E07000041,Exeter,ltla,2021-06-27,,,17
E07000041,Exeter,ltla,2021-06-26,,,36
E07000041,Exeter,ltla,2021-06-25,,,40
E07000041,Exeter,ltla,2021-06-24,,,60
E07000041,Exeter,ltla,2021-06-23,,,47
E07000041,Exeter,ltla,2021-06-22,,,15
E07000041,Exeter,ltla,2021-06-21,,,19
E07000041,Exeter,ltla,2021-06-20,,,45
E07000041,Exeter,ltla,2021-06-19,,,12
E07000041,Exeter,ltla,2021-06-18,,,17
E07000041,Exeter,ltla,2021-06-17,,,22
E07000041,Exeter,ltla,2021-06-16,,,18
E07000041,Exeter,ltla,2021-06-15,,,15
E07000041,Exeter,ltla,2021-06-14,,,24
E07000041,Exeter,ltla,2021-06-13,,,14
E07000041,Exeter,ltla,2021-06-12,,,13
E07000041,Exeter,ltla,2021-06-11,,,8
E07000041,Exeter,ltla,2021-06-10,,,4
E07000041,Exeter,ltla,2021-06-09,,,7
E07000041,Exeter,ltla,2021-06-08,,,8
E07000041,Exeter,ltla,2021-06-07,,,5
E07000041,Exeter,ltla,2021-06-06,,,6
E07000041,Exeter,ltla,2021-06-05,,,4
E07000041,Exeter,ltla,2021-06-04,,,5
E07000041,Exeter,ltla,2021-06-03,,,0
E07000041,Exeter,ltla,2021-06-02,,,0
E07000041,Exeter,ltla,2021-06-01,,,7
E07000041,Exeter,ltla,2021-05-31,,,3
E07000041,Exeter,ltla,2021-05-30,,,0
E07000041,Exeter,ltla,2021-05-29,,,3
E07000041,Exeter,ltla,2021-05-28,,,4
E07000041,Exeter,ltla,2021-05-27,,,0
E07000041,Exeter,ltla,2021-05-26,,,3
E07000041,Exeter,ltla,2021-05-25,,,4
E07000041,Exeter,ltla,2021-05-24,,,4
E07000041,Exeter,ltla,2021-05-23,,,1
E07000041,Exeter,ltla,2021-05-22,,,2
E07000041,Exeter,ltla,2021-05-21,,,0
E07000041,Exeter,ltla,2021-05-20,,,7
E07000041,Exeter,ltla,2021-05-19,,,2
E07000041,Exeter,ltla,2021-05-18,,,0
E07000041,Exeter,ltla,2021-05-17,,,2
E07000041,Exeter,ltla,2021-05-16,,,1
E07000041,Exeter,ltla,2021-05-15,,,1
